seed,car,arrival_hour,dwell_h,kwh
4544,32,7,5.0,4.046601466043804
4544,32,7,9.0,18.236118780553678
4544,32,7,3.0,9.440799646213119
4544,32,7,2.0,10.139715843052013
4544,32,8,14.0,21.713383949775853
4544,33,12,7.0,5.904775784828879
4544,33,6,4.0,10.422940616151248
4544,33,7,8.0,20.91334740714331
4544,33,6,1.0,4.477746444695601
4544,33,12,2.0,39.420788047594804
4544,34,7,2.0,8.780115504435702
4544,34,11,8.0,40.52986199765613
4544,34,17,8.0,30.78727624217058
4544,34,10,10.0,1.4555343042721482
4544,34,12,2.0,10.215726299346775
4544,34,16,14.0,37.81241352545487
4544,35,6,14.0,3.734317710909062
4544,35,7,4.0,2.7895147783199183
4544,35,6,8.0,11.018700262768704
4544,35,16,13.0,4.565462526121963
4544,35,7,10.0,6.832471921841163
4544,36,18,6.0,3.430817799812884
4544,36,16,7.0,35.02455605522422
4544,36,19,6.0,15.937381056145856
4544,36,7,11.0,6.714833704091374
4544,36,6,3.0,7.073387948093658
4544,37,9,4.0,1.065376207201741
4544,37,6,1.0,2.3707613691821083
4544,37,11,3.0,7.7329955493999645
4544,37,17,7.0,10.674380703005742
4544,37,13,13.0,5.438292749747577
4544,37,11,9.0,9.146985891555925
4544,38,7,12.0,1.058977462011536
4544,38,6,5.0,7.306397193114653
4544,38,9,5.0,11.242056773280499
4544,38,7,14.0,15.25225625232797
4544,38,7,14.0,6.402827400571763
4544,38,7,9.0,10.252362802563283
4544,39,6,6.0,11.227772169734605
4544,39,6,5.0,3.0003075814191096
4544,39,7,7.0,14.302432124638194
4544,39,15,13.0,32.38940371035255
4544,39,9,7.0,16.039184248099684
4544,39,15,10.0,18.10095115272976
4544,39,16,8.0,6.4368296459787935
4544,40,14,9.0,3.3052438973119176
4544,40,9,9.0,4.385431410388484
4544,40,7,8.0,2.2687364202346183
4544,40,13,3.0,20.520838564976458
4544,40,7,1.0,35.615409693219725
4544,41,8,7.0,1.9345256918280243
4544,41,5,8.0,42.350371349013855
4544,41,7,7.0,7.955518526976596
4544,41,7,5.0,0.9923290873201538
4544,41,14,5.0,1.9816523548695775
4544,42,16,3.0,30.097888211900237
4544,42,19,6.0,14.546746189154355
4544,42,6,11.0,3.612721214997015
4544,42,8,14.0,29.94127911491791
4544,42,12,8.0,10.914509313065219
4544,43,9,4.0,2.5179917700006627
4544,43,16,9.0,11.418429870946886
4544,43,8,7.0,12.744596107838003
4544,43,9,14.0,3.68664541914931
4544,43,15,3.0,11.851500348917961
4544,44,6,4.0,3.8050156296169444
4544,44,7,8.0,6.731926024632626
4544,44,6,14.0,12.880157618392191
4544,44,13,5.0,9.096234639023804
4544,44,7,2.0,7.320165843942895
4544,44,12,5.0,5.092376881303069
4544,45,6,3.0,31.65371513155918
4544,45,11,8.0,20.04460765475402
4544,45,13,4.0,8.6364142874446
4544,45,11,10.0,2.046283206174542
4544,45,17,3.0,17.05469545094109
4544,46,16,4.0,4.764986932812909
4544,46,13,3.0,3.2596549498121914
4544,46,6,7.0,49.253470541206646
4544,46,9,7.0,7.918044925669566
4544,46,16,6.0,33.53888575465276
4544,47,6,4.0,7.942674397807917
4544,47,7,4.0,30.819773389023446
4544,47,6,7.0,17.105862426628804
4544,47,10,11.0,3.3125603178560104
4544,47,7,14.0,4.768524970611061
4544,47,11,5.0,28.914705932920963
4544,48,10,1.0,4.527636980422976
4544,48,11,6.0,38.22698399313038
4544,48,19,11.0,4.160536963262821
4544,48,14,4.0,14.053800181366089
4544,48,8,9.0,1.6072032226866662
4544,49,6,4.0,4.937341941623343
4544,49,14,4.0,2.5905263977675252
4544,49,6,5.0,4.586433269770935
4544,49,9,7.0,7.555367094502493
4544,49,9,5.0,1.2066161379121432
4544,50,9,3.0,28.229981157583985
4544,50,6,14.0,35.59954666466899
4544,50,6,9.0,8.427587420807415
4544,50,14,12.0,19.39538062634188
4544,50,14,3.0,12.931552022204846
4544,51,6,2.0,8.704562411612244
4544,51,21,11.0,8.952898983624765
4544,51,13,9.0,9.075496733806565
4544,51,7,5.0,17.07955210646912
4544,52,22,5.0,2.0852230556306317
4544,52,11,3.0,21.988941895579433
4544,52,10,3.0,11.03839619200242
4544,52,5,4.0,4.216255833393037
4544,52,13,4.0,14.300780888131035
4544,52,8,4.0,12.376811866493302
4544,53,6,4.0,45.24279665857369
4544,53,6,3.0,15.618377969973334
4544,53,15,6.0,13.787874914745549
4544,53,7,5.0,9.957894324454236
4544,53,18,7.0,1.9380742472719739
4544,54,12,7.0,38.80913871742938
4544,54,17,4.0,7.059610921862925
4544,54,18,14.0,37.237077327516936
4544,54,12,14.0,2.287096474062613
4544,54,21,4.0,3.168916106014391
4544,54,6,8.0,38.24977452741958
4544,55,8,13.0,10.548148364488995
4544,55,14,4.0,5.87291011605476
4544,55,4,7.0,6.974673343434826
4544,55,15,14.0,5.748581853941605
4544,55,12,4.0,1.4091701987293603
4544,55,6,7.0,27.406422606285833
4544,55,11,5.0,13.23580242573524
4544,56,23,8.0,7.18397123365094
4544,56,15,4.0,11.691741379849466
4544,56,11,10.0,15.100514474025303
4544,56,15,7.0,4.946365895954018
4544,56,11,4.0,7.231404907811981
4544,57,15,8.0,1.8425632983594153
4544,57,8,4.0,1.6717663931590974
4544,57,6,7.0,9.163864273435417
4544,57,10,3.0,16.60565284484064
4544,57,14,2.0,6.346250353257876
4544,58,9,5.0,12.488397328102925
4544,58,14,14.0,14.433650046777796
4544,58,7,5.0,1.3197102723302288
4544,58,7,4.0,12.130628031455226
4544,58,17,3.0,5.373752569864019
4544,59,0,6.0,13.343739868484118
4544,59,8,8.0,2.5756569839548615
4544,59,6,6.0,1.4561330169264635
4544,59,6,3.0,3.244753271866521
4544,59,13,10.0,1.8352918853424878
4544,60,13,4.0,24.649428835407956
4544,60,7,14.0,9.241800738909124
4544,60,13,14.0,1.7486430658487826
4544,60,9,8.0,11.622612694407701
4544,60,8,4.0,9.839573527936883
4544,60,10,6.0,15.853786009104011
4544,61,16,8.0,4.368080644962688
4544,61,22,8.0,30.94444757511327
4544,61,9,5.0,11.823052759518855
4544,61,7,14.0,10.415823100331352
4544,61,7,2.0,17.327466056265028
4544,61,6,6.0,13.798330633765914
4544,62,17,3.0,2.5690961524842537
4544,62,19,2.0,21.305950642225095
4544,62,14,4.0,7.967986279529257
4544,62,6,5.0,37.31086022887972
4544,62,11,4.0,19.188738184452006
4544,63,21,4.0,8.753539410854277
4544,63,15,7.0,7.218428758091399
4544,63,12,2.0,29.726110494072767
4544,63,7,14.0,4.793869076494856
4544,63,14,14.0,3.0277676575424115
4544,64,7,5.0,9.56019914939849
4544,64,8,3.0,10.27561354802369
4544,64,6,5.0,21.02126573393552
4544,64,6,5.0,4.717325836461808
4544,64,8,10.0,3.8159506118813074
4544,64,8,10.0,2.3754850787472925
4544,65,17,7.0,2.6376703469114506
4544,65,8,4.0,6.558887918934427
4544,65,8,6.0,2.2923880588419587
4544,65,6,1.0,1.3136007078120258
4544,65,11,11.0,1.1039135739845427
4544,66,13,11.0,7.919203178016597
4544,66,5,2.0,14.058075737805085
4544,66,8,9.0,1.1881558856483445
4544,66,9,4.0,37.908531496297684
4544,66,9,7.0,14.941819969404705
4544,66,11,3.0,4.172222647891547
4544,67,6,3.0,1.5579578962333143
4544,67,8,5.0,3.99869067116512
4544,67,7,4.0,26.66797894264656
4544,67,20,9.0,20.09581230230112
4544,67,8,6.0,3.3453642990009462
4544,68,5,8.0,20.710384895019224
4544,68,17,3.0,14.905652242171985
4544,68,8,8.0,1.9243038209125851
4544,68,10,3.0,12.059620120885914
4544,68,8,13.0,21.41631763878185
4544,69,11,8.0,1.0676698794187778
4544,69,9,5.0,11.575377572064097
4544,69,16,6.0,20.933523617099063
4544,69,16,2.0,19.21682960672368
4544,69,7,8.0,7.6146502787833406
4544,70,9,3.0,23.64597892351386
4544,70,8,10.0,7.88316529811779
4544,70,10,5.0,3.3646987579190513
4544,70,12,10.0,17.60559931474572
4544,70,11,7.0,5.31885801819827
4544,70,8,14.0,28.592616563733444
4544,71,8,3.0,4.028785207320528
4544,71,15,11.0,42.24985939050505
4544,71,10,6.0,11.182981745736129
4544,71,6,5.0,7.521932021074524
4544,71,7,3.0,39.78352656037906
4544,72,6,5.0,4.965599994522057
4544,72,5,14.0,4.562847129078661
4544,72,9,2.0,3.5094467197108172
4544,72,14,6.0,10.79963214739257
4544,72,12,9.0,24.095763055113853
4544,72,14,3.0,6.661333443716062
4544,73,7,9.0,3.232700331509617
4544,73,7,9.0,8.290297867738333
4544,73,7,11.0,4.259774698075415
4544,73,7,11.0,23.17076104951446
4544,73,7,6.0,4.480003096514884
4544,74,5,7.0,4.902751795622959
4544,74,11,3.0,1.697782305833896
4544,74,7,1.0,2.264277822151836
4544,74,8,6.0,20.039728255963404
4544,74,7,9.0,20.677006154204406
4544,74,14,4.0,5.713168877855337
4544,75,6,6.0,27.498320119226708
4544,75,9,7.0,9.527610970381566
4544,75,5,5.0,21.446195809490632
4544,75,6,3.0,7.962736648447365
4544,75,7,13.0,1.4776364230464532
4544,76,15,13.0,3.730236792177766
4544,76,22,6.0,12.209872791567284
4544,76,15,3.0,11.06894144068509
4544,76,6,8.0,10.639151029016098
4544,76,7,9.0,13.473458188041823
4544,77,7,6.0,6.721486121856393
4544,77,8,6.0,8.54458497514864
4544,77,7,3.0,47.82338180626454
4544,77,8,5.0,8.590079026688567
4544,77,8,5.0,6.250791386714341
4544,78,9,4.0,8.772538114666323
4544,78,6,3.0,7.375017717265972
4544,78,7,7.0,35.746965276457416
4544,78,8,3.0,7.824993601350533
4544,78,8,3.0,1.864755764050976
4544,79,16,9.0,31.79302456749733
4544,79,7,10.0,30.544142956446336
4544,79,17,2.0,39.90089078002979
4544,79,12,4.0,37.40616256715416
4544,79,12,3.0,10.077909616557477
4545,0,9,14.0,37.106023180294294
4545,0,13,6.0,34.580145846192
4545,0,17,3.0,8.181837532183259
4545,0,7,4.0,7.4593064490749725
4545,0,7,7.0,4.05086897889093
4545,0,6,6.0,0.9071989790341393
4545,1,7,3.0,20.370648382249264
4545,1,7,14.0,22.985521931286698
4545,1,14,8.0,7.652409327486069
4545,1,19,2.0,2.9800946995706803
4545,1,7,4.0,41.94200209480468
4545,1,9,5.0,2.0974425233190694
4545,2,9,3.0,7.5341562379574745
4545,2,6,14.0,3.9707606061310083
4545,2,6,5.0,21.786322307118667
4545,2,7,5.0,40.4629020360424
4545,2,8,6.0,10.503727834004422
4545,3,6,9.0,4.3638288660355515
4545,3,7,3.0,14.422468707819359
4545,3,9,10.0,5.545867032146807
4545,3,6,2.0,5.055798452248475
4545,3,12,10.0,12.457801530582856
4545,4,7,5.0,6.083911452303743
4545,4,8,7.0,6.085499793378413
4545,4,21,3.0,43.20712756652556
4545,4,6,7.0,7.933278998879065
4545,4,13,10.0,10.188298139398437
4545,5,9,14.0,29.056643054667745
4545,5,10,5.0,1.641629521650068
4545,5,14,14.0,5.526047425573315
4545,5,10,4.0,23.814033571950826
4545,5,5,12.0,7.375001561322542
4545,6,12,7.0,13.152926547396799
4545,6,13,7.0,2.390930825009394
4545,6,9,14.0,1.3266350644661065
4545,6,11,7.0,2.007022004805807
4545,6,6,5.0,3.7745190965745303
4545,6,7,5.0,9.941117254728306
4545,7,14,2.0,15.735230674086916
4545,7,7,4.0,33.63315679082968
4545,7,9,2.0,1.067129392854885
4545,7,7,14.0,3.6323195813182174
4545,7,15,8.0,15.204308413510836
4545,7,12,6.0,4.91498903338177
4545,8,9,4.0,6.901806080451156
4545,8,20,2.0,17.648915530791815
4545,8,7,5.0,6.718915846999402
4545,8,20,15.0,8.251828705090858
4545,9,9,7.0,1.077874879770805
4545,9,15,7.0,5.545209807905337
4545,9,15,3.0,1.153390284182604
4545,9,9,2.0,25.783121690570685
4545,9,16,14.0,4.7774493625413
4545,9,10,7.0,29.062541253386684
4545,10,7,2.0,4.182143064372639
4545,10,15,7.0,14.65278220892892
4545,10,9,10.0,6.3061973584237405
4545,10,6,14.0,3.9260447742864573
4545,10,7,11.0,2.3850684056949243
4545,11,10,2.0,4.813578969098938
4545,11,19,5.0,9.466565501355156
4545,11,14,2.0,8.824709526740593
4545,11,8,4.0,0.9669956688275267
4545,11,6,12.0,1.662283395082371
4545,11,10,5.0,1.0921971724307418
4545,12,7,6.0,8.080061225630011
4545,12,7,9.0,39.08689747967015
4545,12,7,14.0,38.324294236933675
4545,12,5,7.0,2.831632202482086
4545,12,6,4.0,13.470090520898761
4545,13,9,4.0,5.737090347997224
4545,13,10,14.0,4.907818216448382
4545,13,11,9.0,5.541805120680668
4545,13,9,8.0,8.170720047717618
4545,13,16,10.0,3.0885895314061913
4545,13,6,6.0,6.063347079786878
4545,14,5,14.0,28.65438167429924
4545,14,8,6.0,7.722267189359987
4545,14,11,6.0,2.355855677007625
4545,14,6,5.0,3.8053037232378504
4545,14,9,4.0,6.260729968276108
4545,15,6,10.0,4.749796731061053
4545,15,7,3.0,11.527709170662053
4545,15,12,13.0,7.128074523756713
4545,15,13,5.0,11.25009805011637
4545,15,22,4.0,28.217248722087355
4545,16,11,4.0,32.70014948677669
4545,16,15,8.0,10.112176662202378
4545,16,13,10.0,8.796153013399259
4545,16,8,4.0,12.25815023409113
4545,16,10,6.0,5.953776993550763
4545,17,6,5.0,1.5002916066796756
4545,17,13,5.0,20.889944111423418
4545,17,16,2.0,2.1129328464080332
4545,17,12,5.0,8.957602569419185
4545,17,8,9.0,38.14230818815194
4545,18,12,5.0,3.0298151346169924
4545,18,7,12.0,1.0693119535311237
4545,18,9,8.0,18.424032798334217
4545,18,13,14.0,3.0117731646134067
4545,18,10,4.0,9.899628790185748
4545,18,8,9.0,10.563514018791178
4545,19,11,6.0,1.8103097125084608
4545,19,10,10.0,14.662440610861298
4545,19,9,3.0,9.12769304991142
4545,19,6,14.0,4.967932448065461
4545,19,5,8.0,13.97528457395561
4545,19,6,3.0,6.201419057322217
4545,20,7,5.0,2.386598656560335
4545,20,7,9.0,6.713153297663792
4545,20,16,3.0,2.255309715981143
4545,20,6,6.0,5.687141464515907
4545,20,17,9.0,7.929878044398978
4545,21,15,8.0,1.7766367364142395
4545,21,6,7.0,1.3848628079619507
4545,21,9,10.0,2.2066722808636183
4545,21,7,8.0,6.287651461029922
4545,21,9,4.0,37.99868423079466
4545,22,19,3.0,25.32911189448437
4545,22,14,1.0,4.99514006498204
4545,22,7,4.0,3.7146783952294453
4545,22,7,4.0,24.87902685346204
4545,22,6,13.0,5.059165989170824
4545,23,7,2.0,2.926671418515999
4545,23,11,2.0,2.0915212539730903
4545,23,7,7.0,2.29681029288323
4545,23,16,9.0,2.1131802962266173
4545,23,11,7.0,25.147465267410823
4545,24,7,13.0,8.617759014870112
4545,24,7,4.0,21.154163829767995
4545,24,7,13.0,5.04277430722492
4545,24,6,14.0,4.085487749909499
4545,24,15,11.0,12.02549042958439
4545,24,17,4.0,23.604079004747007
4545,25,11,11.0,2.066053933921645
4545,25,7,6.0,4.009072155631443
4545,25,16,7.0,8.443402956980023
4545,25,7,14.0,5.511697110447639
4545,25,9,2.0,6.654429667619958
4545,25,6,9.0,5.281897345100032
4545,25,14,2.0,7.245816574789898
4545,26,8,5.0,1.5933151449406573
4545,26,15,10.0,11.594499962933178
4545,26,13,14.0,8.142157622872645
4545,26,17,4.0,19.32313156493059
4545,26,7,14.0,15.350852716115302
4545,26,8,4.0,11.63127186067551
4545,27,9,2.0,9.02560301035896
4545,27,7,4.0,7.843697644087911
4545,27,9,3.0,5.4377160091753804
4545,27,6,2.0,36.86686336982536
4545,27,7,4.0,39.588273798000266
4545,27,7,8.0,41.14058168671809
4545,28,7,2.0,8.518318560038143
4545,28,7,10.0,29.381055421817475
4545,28,21,3.0,14.75275341087475
4545,28,8,14.0,7.677208236454425
4545,28,8,5.0,17.642934503450732
4545,29,9,10.0,1.5829303628838147
4545,29,9,7.0,17.168320316540676
4545,29,10,5.0,41.539029087557886
4545,29,12,4.0,4.769409381192631
4545,29,16,11.0,5.43489588087612
4545,30,7,3.0,27.589627248364927
4545,30,12,14.0,2.9817334330905965
4545,30,7,2.0,7.334971483068488
4545,30,9,13.0,7.316305544093572
4545,30,9,2.0,16.090435683391565
4545,31,7,6.0,10.213604937638845
4545,31,7,5.0,2.251449519980177
4545,31,8,2.0,3.4071237955207643
4545,31,7,10.0,15.319399789671085
4545,31,11,14.0,6.48027320381789
4545,32,15,5.0,38.30642660200206
4545,32,7,10.0,10.593482335811537
4545,32,6,5.0,28.839946914915362
4545,32,11,7.0,2.6998523454056222
4545,32,11,5.0,39.541679664232944
4545,32,15,3.0,3.9668336360537335
4545,33,5,3.0,24.10845519500429
4545,33,7,1.0,10.317274371134875
4545,33,6,14.0,4.421419304223869
4545,33,11,4.0,4.970359252724455
4545,33,7,5.0,2.80477704410778
4545,34,12,4.0,4.992229593647262
4545,34,11,5.0,16.684460722503303
4545,34,11,7.0,7.562303018913337
4545,34,6,7.0,10.888336723476604
4545,34,8,2.0,25.009166265677994
4545,35,7,2.0,8.749750696834997
4545,35,10,14.0,17.34691793643984
4545,35,6,2.0,9.38759405705345
4545,35,7,4.0,1.7278546046043775
4545,35,9,10.0,10.50620073671653
4545,35,6,10.0,37.81116146819904
4545,36,13,9.0,2.8993060506087898
4545,36,14,14.0,4.223622911593225
4545,36,7,1.0,4.760202233021591
4545,36,9,4.0,7.668764559880056
4545,36,6,2.0,3.916906829708216
4545,37,11,8.0,9.468203299624696
4545,37,8,13.0,16.967593685100084
4545,37,7,12.0,5.685700231544799
4545,37,10,14.0,3.5576159352359484
4545,37,8,7.0,40.82945678550956
4545,37,13,4.0,5.975255588465528
4545,38,17,6.0,36.10080040916442
4545,38,15,11.0,15.248192909262011
4545,38,14,3.0,23.930792980520028
4545,38,6,4.0,24.29660326034376
4545,38,5,2.0,9.481834364289105
4545,38,7,8.0,2.1593882698556843
4545,39,10,2.0,4.091061334262204
4545,39,15,8.0,6.791463292358269
4545,39,6,14.0,4.95080601771686
4545,39,10,2.0,2.916441367854361
4545,39,6,3.0,5.719515915757059
4545,39,2,5.0,2.0816415288377974
4545,40,10,4.0,4.300465640215648
4545,40,15,3.0,8.946121680321887
4545,40,6,7.0,21.754556731975224
4545,40,7,5.0,24.384521787902067
4545,40,8,5.0,7.12379834509681
4545,41,7,14.0,17.854087692467733
4545,41,11,3.0,1.321341767636422
4545,41,10,8.0,4.619163460279264
4545,41,8,1.0,8.733594068419611
4545,41,8,3.0,3.2843823226618527
4545,42,11,5.0,7.8638506912016455
4545,42,19,5.0,2.547062077559784
4545,42,6,8.0,4.0148509154682905
4545,42,8,1.0,12.582659649980128
4545,42,10,5.0,1.284578900620498
4545,43,15,3.0,7.859878193276288
4545,43,6,4.0,5.01119671367874
4545,43,7,12.0,6.1155438702406695
4545,43,8,12.0,1.3343071604271464
4545,43,17,14.0,12.377040918155199
4545,44,9,3.0,8.15357362773916
4545,44,9,4.0,1.1998797464603688
4545,44,11,5.0,4.378148553162286
4545,44,9,4.0,3.709269700308653
4545,44,17,6.0,2.888016639043791
4545,44,6,14.0,15.737606232447634
4545,45,8,14.0,3.1784693505814103
4545,45,9,14.0,9.66253223274701
4545,45,7,2.0,4.456229990990438
4545,45,8,3.0,11.408581488192963
4545,45,7,11.0,47.91894211861901
4545,45,6,5.0,38.25993908592713
4545,46,12,7.0,6.6007873664021
4545,46,13,6.0,18.04980055494991
4545,46,16,3.0,14.449333037578443
4545,46,6,3.0,13.457800734725822
4545,46,6,12.0,23.507306980590066
4545,47,7,4.0,11.512600673993617
4545,47,12,4.0,15.270674461783742
4545,47,7,11.0,6.191147781196559
4545,47,11,4.0,11.977235349334274
4545,47,5,6.0,6.41090278068982
4545,48,6,11.0,11.250865076715062
4545,48,12,6.0,38.72008492478723
4545,48,10,14.0,8.581248365813817
4545,48,11,3.0,4.37077617558968
4545,48,5,12.0,6.093092853657255
4545,49,5,12.0,34.71158957550801
4545,49,8,9.0,2.2518308999793413
4545,49,14,7.0,34.89846873101402
4545,49,6,2.0,8.664997793621323
4545,49,9,5.0,4.106172580047037
4545,50,8,1.0,24.553109535955976
4545,50,7,2.0,12.327706495051862
4545,50,8,7.0,34.11383191529128
4545,50,12,14.0,8.616764832052874
4545,50,6,8.0,6.698621209654234
4545,51,6,3.0,29.67078311362617
4545,51,14,2.0,3.759074378271885
4545,51,6,8.0,11.268448052886923
4545,51,10,4.0,4.5482185624466815
4545,51,13,14.0,1.1757879080733087
4545,51,16,5.0,9.974339888511503
4545,51,7,14.0,9.924028028079938
4545,52,7,14.0,16.870963014622514
4545,52,7,7.0,3.8697671652234096
4545,52,5,5.0,4.837652026743685
4545,52,7,5.0,7.230635392556653
4545,52,6,6.0,12.17194170253813
4545,52,7,1.0,40.06956967355938
4545,53,7,9.0,1.300616792828107
4545,53,7,5.0,2.9090849071753597
4545,53,11,9.0,16.6532379520009
4545,53,7,6.0,13.555719593687053
4545,53,13,6.0,38.735559386883054
4545,53,9,4.0,29.366622912784287
4545,54,6,9.0,15.611169817718187
4545,54,6,4.0,7.251254451331397
4545,54,5,11.0,10.490049398311678
4545,54,7,3.0,42.7716448360007
4545,54,7,5.0,9.74940232858086
4545,54,5,7.0,1.105491709784689
4545,55,6,1.0,9.789936306939293
4545,55,15,13.0,6.336244052919212
4545,55,7,8.0,16.714246415709603
4545,55,14,3.0,6.991540287325415
4545,55,6,14.0,7.998100540635822
4545,56,6,14.0,2.9397416753824284
4545,56,7,2.0,16.512057381584313
4545,56,6,1.0,9.492747567599197
4545,56,6,6.0,19.507128611543806
4545,56,12,6.0,3.144769419690388
4545,56,15,11.0,8.722673216119974
4545,56,12,6.0,33.51343402554992
4545,57,10,10.0,8.761667565837831
4545,57,5,14.0,14.49267011849477
4545,57,9,5.0,16.682039429900367
4545,57,6,5.0,2.553972375270742
4545,57,11,8.0,5.722170279355397
4545,58,14,4.0,2.162917682328718
4545,58,6,4.0,6.810402107474646
4545,58,10,4.0,1.0402316966460936
4545,58,8,14.0,4.441138656855618
4545,58,12,4.0,5.4350095990573255
4545,58,7,7.0,24.900609319728
4545,59,10,4.0,14.667936681579764
4545,59,15,4.0,22.391204342841956
4545,59,9,4.0,7.001385210018718
4545,59,7,6.0,11.244775945867216
4545,59,8,8.0,18.35413590897827
4545,59,7,4.0,3.2693602536143205
4545,60,7,2.0,20.247889609268313
4545,60,15,3.0,1.866614510243143
4545,60,5,11.0,2.257752520482436
4545,60,11,4.0,38.299945283093656
4545,60,7,2.0,6.8114612838344035
4545,61,14,4.0,5.5671874742320195
4545,61,10,4.0,18.79647031600548
4545,61,16,7.0,1.6767608965824674
4545,61,16,1.0,10.749082390737692
4545,61,7,5.0,6.272370665575381
4545,62,6,1.0,12.344417494691603
4545,62,7,11.0,6.280945809285846
4545,62,9,12.0,6.093363765629387
4545,62,6,14.0,6.897125750057817
4545,62,6,1.0,8.142690450420803
4545,63,6,2.0,32.05953706711229
4545,63,12,10.0,11.058983585760561
4545,63,14,12.0,1.4166538279939793
4545,63,17,9.0,18.325155133355576
4545,63,12,2.0,23.766339682821656
4545,63,6,14.0,6.0230855449079055
4545,64,7,8.0,7.673872893385819
4545,64,7,5.0,11.858085907578873
4545,64,9,3.0,1.8517905493261169
4545,64,6,5.0,18.04575975503348
4545,64,9,9.0,5.8710022655551874
4545,65,8,10.0,1.1595102403535786
4545,65,13,10.0,1.4878515009565114
4545,65,10,4.0,8.613344746022321
4545,65,9,3.0,1.534850340545765
4545,65,8,6.0,3.242531149454817
4545,66,6,5.0,6.507448855202652
4545,66,14,8.0,26.369008137488084
4545,66,7,3.0,9.381099392795047
4545,66,6,6.0,2.00380229868703
4545,66,14,4.0,1.8553108120217543
4545,67,9,8.0,18.41100353301122
4545,67,9,10.0,2.083953266883662
4545,67,7,10.0,9.801379313562144
4545,67,6,10.0,12.718755983919436
4545,67,18,8.0,41.05900925024967
4545,68,8,6.0,2.319598296327637
4545,68,6,6.0,6.63543403405238
4545,68,8,14.0,11.023870421492527
4545,68,6,11.0,40.22120402624559
4545,68,7,7.0,5.7038883491737975
4545,69,15,9.0,27.365300994417613
4545,69,5,9.0,36.121610797769236
4545,69,6,11.0,32.77231541456091
4545,69,7,11.0,22.747833945360156
4545,69,8,14.0,11.64367486369697
4545,70,7,3.0,8.104441369471777
4545,70,19,14.0,2.1462197787054746
4545,70,10,3.0,3.5305753341792565
4545,70,22,3.0,10.907126096733712
4545,70,7,3.0,5.057165515698919
4545,70,16,14.0,3.259484551371087
4545,71,8,10.0,14.352665284562818
4545,71,10,4.0,1.891710749832257
4545,71,5,3.0,19.65884433111055
4545,71,13,2.0,15.537685407694386
4545,71,5,14.0,38.75888577715991
4545,71,6,6.0,19.236181015782797
4545,72,7,4.0,8.02269881496878
4545,72,9,11.0,7.388237657950931
4545,72,7,6.0,6.393866569508035
4545,72,14,10.0,30.385931458776696
4545,72,6,3.0,3.9640310592654635
4545,73,18,5.0,34.12922122757544
4545,73,9,3.0,5.478802031696372
4545,73,6,4.0,45.68920395841998
4545,73,11,6.0,4.955618803638811
4545,73,9,12.0,11.998607259212578
4545,74,7,2.0,4.061320584678433
4545,74,7,6.0,47.65794309196023
4545,74,8,5.0,9.378610220201745
4545,74,6,4.0,2.1225571548630877
4545,74,16,7.0,42.68558863462066
4545,75,7,7.0,2.682260900150487
4545,75,5,3.0,22.40027445368106
4545,75,7,7.0,15.145580794219306
4545,75,14,4.0,36.66619132202937
4545,75,10,3.0,3.565841387534594
4545,76,12,3.0,29.178333251088077
4545,76,6,14.0,1.165847144909114
4545,76,5,3.0,8.576544494000105
4545,76,14,5.0,5.331239846133405
4545,76,9,9.0,1.9852524103732812
4545,76,11,9.0,2.1775257968362194
4545,77,19,5.0,6.233459009968843
4545,77,8,5.0,4.534289086972811
4545,77,6,4.0,5.165841261098294
4545,77,7,14.0,4.189544748714214
4545,77,17,8.0,3.4373179172840134
4545,78,8,8.0,8.545229474672368
4545,78,13,2.0,18.927136070159527
4545,78,12,4.0,7.709559251049011
4545,78,6,3.0,3.3881165365515327
4545,78,8,3.0,40.85413232263412
4545,78,8,14.0,26.73346809956147
4545,79,17,14.0,11.488197236223622
4545,79,11,14.0,6.552168521409671
4545,79,7,1.0,3.4521807257335073
4545,79,6,14.0,6.587883982871607
4545,79,5,10.0,24.720057769596917
4545,79,8,3.0,1.0586727694421558
4546,0,7,14.0,38.671527207415295
4546,0,8,14.0,16.9736467499919
4546,0,16,18.0,30.64420936709952
4546,0,7,10.0,15.060257154519126
4546,0,6,8.0,16.989264791522
4546,1,10,6.0,42.27876787756089
4546,1,16,11.0,4.127596675748203
4546,1,7,12.0,4.1043861706108045
4546,1,7,6.0,38.96773448419081
4546,1,18,14.0,22.33406994522989
4546,2,6,6.0,1.1671472811418093
4546,2,0,6.0,13.414892860573593
4546,2,9,5.0,5.652372237149928
4546,2,7,1.0,0.9933091551866317
4546,2,12,6.0,3.4491702598612783
4546,3,7,5.0,2.42497125101913
4546,3,10,3.0,4.548121989968923
4546,3,17,8.0,3.7601079819199246
4546,3,17,3.0,8.163761973547722
4546,3,11,6.0,37.1834122712516
4546,4,9,11.0,13.767566371736786
4546,4,13,6.0,10.087831069560258
4546,4,6,5.0,6.232134799052225
4546,4,15,14.0,2.573253219742935
4546,4,16,6.0,8.740477930708034
4546,4,13,11.0,6.173737298535671
4546,5,6,5.0,4.835699718527031
4546,5,7,9.0,3.926918105215454
4546,5,5,9.0,4.312351586081467
4546,5,8,13.0,9.656405620094198
4546,5,10,9.0,10.690425006813221
4546,6,7,14.0,10.715305813773565
4546,6,11,11.0,2.7630998337385733
4546,6,6,5.0,5.66292499272799
4546,6,6,14.0,12.326762295751848
4546,6,18,9.0,10.778394867480802
4546,7,7,14.0,1.973191993156381
